Decimal,Hex,Alpha Tag,Mode,Category,Tag,Description
32387,7e83,23-FIRE/EMS ,T,Hancock County (23),Fire Dispatch,County Fire/EMS Dispatch --- Hancock County (23) --- Fire Dispatch
32400,7e90,23-CO FG 1,T,Hancock County (23),Fire-Tac,County Fire/EMS Fireground --- Hancock County (23) --- Fire-Tac
33335,8237,32-JCCD-SHERIFF,T,Jefferson County (32),Law Dispatch,Central Dispatch - Sheriff's Office --- Jefferson County (32) --- Law Dispatch
33357,824d,32-FPD-DISPATCH,T,Jefferson County (32),Law Dispatch,Fayette Police - Dispatch --- Jefferson County (32) --- Law Dispatch
33663,837f,33-SO DISP,T,Jefferson Davis (33),Law Dispatch,Sheriff - Dispatch --- Jefferson Davis (33) --- Law Dispatch
33664,8380,33-SO TAC,T,Jefferson Davis (33),Law Tac,Sheriff - Tac --- Jefferson Davis (33) --- Law Tac
33671,8387,33-PREN PD DISP,T,Jefferson Davis (33),Law Dispatch,Prentiss Police - Dispatch --- Jefferson Davis (33) --- Law Dispatch
33672,8388,33-PREN PD C-C,T,Jefferson Davis (33),Law Talk,Prentiss Police - Car to Car --- Jefferson Davis (33) --- Law Talk
33675,838b,33-PREN FD DISP,T,Jefferson Davis (33),Fire Dispatch,Prentiss Fire - Dispatch --- Jefferson Davis (33) --- Fire Dispatch
33991,84c7,34-JCSO DISP,TE,Jones County (34),Law Dispatch,Sheriff - Dispatch --- Jones County (34) --- Law Dispatch
33992,84c8,34-JCSO CAR,TE,Jones County (34),Law Talk,Sheriff - Car to Car --- Jones County (34) --- Law Talk
33994,84ca,34-JCSO SE1,TE,Jones County (34),Law Talk,Sheriff - Special Event 1 --- Jones County (34) --- Law Talk
34001,84d1,34-LPD DISP,TE,Jones County (34),Law Dispatch,Laurel Police - Dispatch --- Jones County (34) --- Law Dispatch
34002,84d2,34-LPD CAR,TE,Jones County (34),Law Talk,Laurel Police - Car to Car --- Jones County (34) --- Law Talk
34004,84d4,34-LPD SE1,T,Jones County (34),Law Talk,Laurel Police - Special Event 1 --- Jones County (34) --- Law Talk
34011,84db,34-EPD DISP,TE,Jones County (34),Law Dispatch,Ellisville Police - Dispatch --- Jones County (34) --- Law Dispatch
34012,84dc,34-EPD CAR,TE,Jones County (34),Law Talk,Ellisville Police - Car to Car --- Jones County (34) --- Law Talk
34014,84de,34-EPD SE1,TE,Jones County (34),Law Talk,Ellisville Police - Special Event 1 --- Jones County (34) --- Law Talk
34021,84e5,34-SPD DISP,TE,Jones County (34),Law Dispatch,Sandersville Police - Dispatch --- Jones County (34) --- Law Dispatch
34022,84e6,34-SPD CAR,TE,Jones County (34),Law Talk,Sandersville Police - Car to Car --- Jones County (34) --- Law Talk
34024,84e8,34-SPD SE1,TE,Jones County (34),Law Talk,Sandersville Police - Special Event 1 --- Jones County (34) --- Law Talk
34031,84ef,34-SOSO PD DISP,TE,Jones County (34),Law Dispatch,Soso Police - Dispatch --- Jones County (34) --- Law Dispatch
34032,84f0,34-SOSO PD CAR,TE,Jones County (34),Law Talk,Soso Police - Car to Car --- Jones County (34) --- Law Talk
34034,84f2,34-SOSO PD  SE1,TE,Jones County (34),Law Talk,Soso Police - Special Event 1 --- Jones County (34) --- Law Talk
34041,84f9,34-VFD DISP,T,Jones County (34),Fire Dispatch,Countywide Volunteer Fire Dispatch --- Jones County (34) --- Fire Dispatch
34042,84fa,34-VFD D1,T,Jones County (34),Fire-Tac,County Fire - District 1 --- Jones County (34) --- Fire-Tac
34043,84fb,34-VFD D2,T,Jones County (34),Fire-Tac,County Fire - District 2 --- Jones County (34) --- Fire-Tac
34044,84fc,34-VFD D3,T,Jones County (34),Fire-Tac,County Fire - District 3 --- Jones County (34) --- Fire-Tac
34045,84fd,34-VFD D4,T,Jones County (34),Fire-Tac,County Fire - District 4 --- Jones County (34) --- Fire-Tac
34046,84fe,34-VFD D5,T,Jones County (34),Fire-Tac,County Fire - District 5 --- Jones County (34) --- Fire-Tac
34047,84ff,34-VFD D6,T,Jones County (34),Fire-Tac,County Fire - District 6 --- Jones County (34) --- Fire-Tac
34051,8503,34-LFD DISP,T,Jones County (34),Fire Dispatch,Laurel Fire - Dispatch --- Jones County (34) --- Fire Dispatch
34052,8504,34-LFD FG 1,T,Jones County (34),Fire-Tac,Laurel Fire - Fireground 1 --- Jones County (34) --- Fire-Tac
34053,8505,34-LFD SE1,T,Jones County (34),Law Talk,Laurel Fire - Special Event 1 --- Jones County (34) --- Law Talk
34061,850d,34-EFD DISP,T,Jones County (34),Fire Dispatch,Ellisville Fire - Dispatch --- Jones County (34) --- Fire Dispatch
34062,850e,34-EFD FG 1,T,Jones County (34),Fire-Tac,Ellisville Fire - Fireground 1 --- Jones County (34) --- Fire-Tac
34063,850f,34-EFD SE1,T,Jones County (34),Fire-Talk,Ellisville Fire - Special Event 1 --- Jones County (34) --- Fire-Talk
34072,8518,34-EMS EM RESP,T,Jones County (34),EMS Dispatch,EMS Emergency Response --- Jones County (34) --- EMS Dispatch
34081,8521,JCJC PD DISP,TE,Colleges and Universities,Law Dispatch,Jones Co. Junior College Police - Dispatch --- Colleges and Universities --- Law Dispatch
34091,852b,34-JONES BOS,T,Jones County (34),Public Works,County Board of Supervisors --- Jones County (34) --- Public Works
34092,852c,34-JONES MAINT,T,Jones County (34),Public Works,County Maintenance --- Jones County (34) --- Public Works
34093,852d,34-JONES FAIR,T,Jones County (34),Public Works,County Fairgrounds --- Jones County (34) --- Public Works
34094,852e,34-JONES GARBAGE,T,Jones County (34),Public Works,County Garbage Service --- Jones County (34) --- Public Works
34095,852f,34-JCSD PRI,T,Jones County (34),Schools,County School District - Primary --- Jones County (34) --- Schools
34096,8530,34-JCSD BUSES,T,Jones County (34),Schools,County School District - Buses --- Jones County (34) --- Schools
34097,8531,34-JCSD SECURITY,TE,Jones County (34),Security,County School District - Security --- Jones County (34) --- Security
34098,8532,34-JCSD MAINT,T,Jones County (34),Schools,County School District - Maintenance --- Jones County (34) --- Schools
34105,8539,34-JCSO TRSP,TE,Jones County (34),Law Tac,Sheriff - Transport --- Jones County (34) --- Law Tac
34111,853f,34-LRL CITYHALL,T,Jones County (34),Public Works,Laurel City Hall --- Jones County (34) --- Public Works
34112,8540,34-LRL PB WKS,T,Jones County (34),Public Works,Laurel Public Works --- Jones County (34) --- Public Works
34113,8541,34-LRL STREETS,T,Jones County (34),Public Works,Laurel Street Department --- Jones County (34) --- Public Works
34114,8542,34-LRL WTR PL1,T,Jones County (34),Utilities,Laurel Water Plant 1 --- Jones County (34) --- Utilities
34115,8543,34-LRL WTR PL2,T,Jones County (34),Utilities,Laurel Water Plant 2 --- Jones County (34) --- Utilities
34116,8544,34-LRL ANMCTRL,T,Jones County (34),Law Tac,Laurel Animal Control --- Jones County (34) --- Law Tac
34117,8545,34-LRL HOUSING,TE,Jones County (34),Law Tac,Laurel Housing Authority --- Jones County (34) --- Law Tac
34118,8546,34-LRL SCHLS,T,Jones County (34),Schools,Laurel Schools --- Jones County (34) --- Schools
34119,8547,34-LRL SCHLBUS,T,Jones County (34),Schools,Laurel Schools - Buses --- Jones County (34) --- Schools
34120,8548,34-LRL SCHLSEC,TE,Jones County (34),Security,Laurel Schools - Security --- Jones County (34) --- Security
34121,8549,34-LRL SCHLMAINT,T,Jones County (34),Schools,Laurel Schools - Maintenance --- Jones County (34) --- Schools
34122,854a,34-LRL AIRPORT,T,Jones County (34),Public Works,Laurel Airport --- Jones County (34) --- Public Works
34123,854b,34-LRL INSP,T,Jones County (34),Law Tac,Laurel Inspection --- Jones County (34) --- Law Tac
34152,8568,34-JONES DA PRI,TE,Jones County (34),Law Tac,Jones District Attorney --- Jones County (34) --- Law Tac
34161,8571,34-PN BLT AIRPRT,T,Jones County (34),Public Works,Pine Belt Airport --- Jones County (34) --- Public Works
34171,857b,34-JONES MTAC1,T,Jones County (34),Multi-Tac,County Mutual Tac 1 --- Jones County (34) --- Multi-Tac
34172,857c,34-JONES MTAC2,T,Jones County (34),Multi-Tac,County Mutual Tac 2 --- Jones County (34) --- Multi-Tac
34173,857d,34-JONES MTAC3,T,Jones County (34),Multi-Tac,County Mutual Tac 3 --- Jones County (34) --- Multi-Tac
34174,857e,34-JONES MTAC4,T,Jones County (34),Multi-Tac,County Mutual Tac 4 --- Jones County (34) --- Multi-Tac
34175,857f,34-JONES MTAC5,T,Jones County (34),Multi-Tac,County Mutual Tac 5 --- Jones County (34) --- Multi-Tac
34176,8580,34-JONES MSEC,TE,Jones County (34),Multi-Tac,County Mutual Secure --- Jones County (34) --- Multi-Tac
34181,8585,34-EOC,Te,Jones County (34),Emergency Ops,County EMA Dispatch --- Jones County (34) --- Emergency Ops
34183,8587,34-VFD PAGE,T,Jones County (34),Fire Dispatch,Countywide Volunteer Fire Page --- Jones County (34) --- Fire Dispatch
34191,858f,34-ESS SEC,TE,Jones County (34),Security,Ellisville State School - Security --- Jones County (34) --- Security
34211,85a3,34-WIDE AREA LAW,TE,Jones County (34),Law Tac,County Wide Area Law Enforcement --- Jones County (34) --- Law Tac
34212,85a4,34-WIDE AREA CMN,T,Jones County (34),Interop,County Wide Area Common --- Jones County (34) --- Interop
34213,85a5,34-JONES LAW BKP,TE,Jones County (34),Law Tac,County Law Enforcement Backup --- Jones County (34) --- Law Tac
34214,85a6,34-JONES EMS BKP,TE,Jones County (34),EMS-Tac,County EMS Backup --- Jones County (34) --- EMS-Tac
34215,85a7,34-JONES FD BKP,T,Jones County (34),Fire-Tac,County Fire Backup --- Jones County (34) --- Fire-Tac
34216,85a8,34-JONES ADM BKP,T,Jones County (34),Public Works,County Administration Backup --- Jones County (34) --- Public Works
34313,8609,37 SHERIFF,T,Lamar County (37),Law Dispatch,Sheriff - Dispatch --- Lamar County (37) --- Law Dispatch
34350,862e,37 EMA OPS,T,Lamar County (37),Emergency Ops,Emergency Management --- Lamar County (37) --- Emergency Ops
34352,8630,37 FIRE DISP,T,Lamar County (37),Fire Dispatch,Volunteer Fire Dispatch  --- Lamar County (37) --- Fire Dispatch
34354,8632,AMR/LG-SOUTH MS,T,Wide Area EMS and Air Ambulance,EMS Dispatch,AMR/Lifeguard EMS - South MS --- Wide Area EMS and Air Ambulance --- EMS Dispatch
34360,8638,37 FIRE TAC1,T,Lamar County (37),Fire-Tac,Volunteer Fire Tac 1 --- Lamar County (37) --- Fire-Tac
34362,863a,37 FIRE TAC2,T,Lamar County (37),Fire-Tac,Volunteer Fire Tac 2 --- Lamar County (37) --- Fire-Tac
34364,863c,37 FIRE TAC3,T,Lamar County (37),Fire-Tac,Volunteer Fire Tac 3 --- Lamar County (37) --- Fire-Tac
34366,863e,37 FIRE TAC4,T,Lamar County (37),Fire-Tac,Volunteer Fire Tac 4 --- Lamar County (37) --- Fire-Tac
34368,8640,37 FIRE TAC5,T,Lamar County (37),Fire-Tac,Volunteer Fire Tac 5 --- Lamar County (37) --- Fire-Tac
34408,8668,37-LCSO-SPD,T,Lamar County (37),Law Tac,Sumrall Police (Dispatched by Sheriff's Office) --- Lamar County (37) --- Law Tac
34700,878c,39-MONT PD DISP,T,Lawrence County (39),Law Dispatch,Monticello Police - Dispatch --- Lawrence County (39) --- Law Dispatch
34720,87a0,39-SO DISP,T,Lawrence County (39),Law Dispatch,Sheriff - Dispatch --- Lawrence County (39) --- Law Dispatch
34722,87a2,39-SO C-C,T,Lawrence County (39),Law Talk,Sheriff - Car to Car --- Lawrence County (39) --- Law Talk
34725,87a5,39-CO FD DISP,T,Lawrence County (39),Fire Dispatch,County Fire - Dispatch --- Lawrence County (39) --- Fire Dispatch
34726,87a6,39-EMA,T,Lawrence County (39),Emergency Ops,County EMA --- Lawrence County (39) --- Emergency Ops
34737,87b1,39-EMS DISP,T,Lawrence County (39),EMS Dispatch,County EMS - Dispatch --- Lawrence County (39) --- EMS Dispatch
34965,8895,43-SO DISP,T,Lincoln County (43),Law Dispatch,Sheriff - Dispatch --- Lincoln County (43) --- Law Dispatch
34966,8896,43-Wide Area,T,Lincoln County (43),Interop,Wide Area --- Lincoln County (43) --- Interop
34967,8897,43-SO C-C,T,Lincoln County (43),Law Talk,Sheriff - Car to Car --- Lincoln County (43) --- Law Talk
34968,8898,43-SO SWAT,T,Lincoln County (43),Law Tac,Sheriff - S.W.A.T. --- Lincoln County (43) --- Law Tac
34969,8899,43-CO FG1,T,Lincoln County (43),Fire-Tac,County Fire - Fireground 1 --- Lincoln County (43) --- Fire-Tac
34971,889b,43-CO FG2,T,Lincoln County (43),Fire-Tac,County Fire - FIreground 2 --- Lincoln County (43) --- Fire-Tac
34973,889d,43-PUB WKS,T,Lincoln County (43),Public Works,Public Works --- Lincoln County (43) --- Public Works
34983,88a7,43-HKS RTRT VFD,T,Lincoln County (43),Fire-Talk,Heucks Retreat VFD --- Lincoln County (43) --- Fire-Talk
34984,88a8,43-BG CHTO VFD,T,Lincoln County (43),Fire-Talk,Bogue Chitto VFD --- Lincoln County (43) --- Fire-Talk
34985,88a9,43-E LINC VFD,T,Lincoln County (43),Fire-Talk,East Lincoln VFD --- Lincoln County (43) --- Fire-Talk
34986,88aa,43-HOG CHN VFD,T,Lincoln County (43),Fire-Talk,Hog Chain VFD --- Lincoln County (43) --- Fire-Talk
34987,88ab,43-LOYD STAR VFD,T,Lincoln County (43),Fire-Talk,Loyd Star VFD --- Lincoln County (43) --- Fire-Talk
34988,88ac,43-NW SIGT VFD,T,Lincoln County (43),Fire-Talk,New Sight VFD --- Lincoln County (43) --- Fire-Talk
34989,88ad,43-RUTH VFD,T,Lincoln County (43),Fire-Talk,Ruth VFD --- Lincoln County (43) --- Fire-Talk
34990,88ae,43-ZETUS VFD,T,Lincoln County (43),Fire-Talk,Zetus VFD --- Lincoln County (43) --- Fire-Talk
34991,88af,43-EMA/FD DISP,T,Lincoln County (43),Fire Dispatch,County Emergency Management/Fire Dispatch --- Lincoln County (43) --- Fire Dispatch
35077,8905,43-KDMC EMS,T,Lincoln County (43),EMS Dispatch,Kings Daughters Medical Center - EMS Operations --- Lincoln County (43) --- EMS Dispatch
35078,8906,43-BFD FG1,T,Lincoln County (43),Fire-Tac,Brookhaven Fire - Fireground 1 --- Lincoln County (43) --- Fire-Tac
35081,8909,43-BPD DISPATCH,T,Lincoln County (43),Law Dispatch,Brookhaven Police - Dispatch --- Lincoln County (43) --- Law Dispatch
35082,890a,43-BPD TAC 1,T,Lincoln County (43),Law Tac,Brookhaven Police - Tac 1 --- Lincoln County (43) --- Law Tac
35083,890b,43-BPD DETECT,T,Lincoln County (43),Law Tac,Brookhaven Police - Detectives --- Lincoln County (43) --- Law Tac
35084,890c,43-BPD ADMIN,T,Lincoln County (43),Law Talk,Brookhaven Police - Administration --- Lincoln County (43) --- Law Talk
35085,890d,43-BFD DISP,T,Lincoln County (43),Fire Dispatch,Brookhaven Fire - Dispatch --- Lincoln County (43) --- Fire Dispatch
35086,890e,43-BPD C-C,T,Lincoln County (43),Law Talk,Brookhaven Police - Car to Car --- Lincoln County (43) --- Law Talk
35291,89db,46-MCCD 1,T,Marion County (46),Emergency Ops,Civil Defense 1 --- Marion County (46) --- Emergency Ops
35293,89dd,46-MCCD 2,T,Marion County (46),Emergency Ops,Civil Defense 2 --- Marion County (46) --- Emergency Ops
35301,89e5,46-CPD DISP,T,Marion County (46),Law Dispatch,Columbia Police - Dispatch --- Marion County (46) --- Law Dispatch
35303,89e7,46-CPD C2C,T,Marion County (46),Law Talk,Columbia Police - Car to Car --- Marion County (46) --- Law Talk
35308,89ec,46-CFD DISP,T,Marion County (46),Fire Dispatch,Columbia Fire - Dispatch --- Marion County (46) --- Fire Dispatch
35311,89ef,46-CO FD DISP,T,Marion County (46),Fire Dispatch,County Fire - Dispatch --- Marion County (46) --- Fire Dispatch
35312,89f0,46-TRI COM VFD,T,Marion County (46),Fire-Talk,Tri Community Volunteer Fire Department --- Marion County (46) --- Fire-Talk
35313,89f1,46-MGTN VFD,T,Marion County (46),Fire-Talk,Morgantown Volunteer Fire Department --- Marion County (46) --- Fire-Talk
35314,89f2,46-FOXWORTH VFD,T,Marion County (46),Fire-Talk,Foxworth Volunteer Fire Department --- Marion County (46) --- Fire-Talk
35315,89f3,46-SW MARION VFD,T,Marion County (46),Fire-Talk,Southwest Marion Volunteer Fire Department --- Marion County (46) --- Fire-Talk
35316,89f4,46-S MARION VFD,T,Marion County (46),Fire-Talk,South Marion Volunteer Fire Department --- Marion County (46) --- Fire-Talk
35317,89f5,46-PINE BURR VFD,T,Marion County (46),Fire-Talk,Pine Burr Volunteer Fire Department --- Marion County (46) --- Fire-Talk
35318,89f6,46-TRI COM PVT,T,Marion County (46),Fire-Talk,Tri Community Private --- Marion County (46) --- Fire-Talk
35321,89f9,46-SO DISP,T,Marion County (46),Law Dispatch,Sheriff's Office - Dispatch --- Marion County (46) --- Law Dispatch
35323,89fb,46-SO TAC 1,T,Marion County (46),Law Tac,Sheriff - Tactical 1 --- Marion County (46) --- Law Tac
35324,89fc,46-SO TAC 2,T,Marion County (46),Law Tac,Sheriff - Tactical 2 --- Marion County (46) --- Law Tac
35617,8b21,55 SO DISP,T,Pearl River County (55),Law Dispatch,Sheriff - Dispatch --- Pearl River County (55) --- Law Dispatch
35619,8b23,55 SO 35619,T,Pearl River County (55),Law Talk,Sheriff - 35619 --- Pearl River County (55) --- Law Talk
35621,8b25,55 CLE DISP,T,Pearl River County (55),Law Dispatch,Countywide Law Enforcement --- Pearl River County (55) --- Law Dispatch
35623,8b27,55 SO OPS,T,Pearl River County (55),Law Tac,Sheriff - Operations --- Pearl River County (55) --- Law Tac
35625,8b29,55 SO 35625,T,Pearl River County (55),Law Talk,Sheriff - 35625 --- Pearl River County (55) --- Law Talk
35627,8b2b,55 SO 35627,T,Pearl River County (55),Law Talk,Sheriff - 35627 --- Pearl River County (55) --- Law Talk
35700,8b74,55 SO 35700,T,Pearl River County (55),Law Talk,Sheriff - 35700 --- Pearl River County (55) --- Law Talk
35720,8b88,55 EMA DISP,T,Pearl River County (55),Emergency Ops,Emergency Management Operations --- Pearl River County (55) --- Emergency Ops
35730,8b92,55 FIRE DISP,T,Pearl River County (55),Fire Dispatch,Countywide Fire Dispatch --- Pearl River County (55) --- Fire Dispatch
35755,8bab,55 PICAYUNE PD,T,Pearl River County (55),Law Dispatch,Picayune Police - Dispatch --- Pearl River County (55) --- Law Dispatch
35943,8c67,56 SO 1,T,Perry County (56),Law Dispatch,Sheriff 1 --- Perry County (56) --- Law Dispatch
35945,8c69,56 SO 2,T,Perry County (56),Law Tac,Sheriff 2 --- Perry County (56) --- Law Tac
